accomodation_id,city_id,city_name,accom_nm,address,rate,longitude,latitude
AC1183,C04,대전,호텔박스,대전 동구 한밭대로1316번길 34-0,3.24,127.4392912,36.35107223
AC1184,C04,대전,경하온천호텔,대전 유성구 온천로101번길 30-0,3.22,127.3496068,36.3557114
AC1185,C04,대전,자우리호텔,대전 중구 대흥로111번길 35-0,3.2,127.4237318,36.32463693
AC1186,C04,대전,호텔루이스,대전 유성구 온천서로 32-16,3.17,127.3410625,36.35719014
AC1187,C04,대전,캠프향기,대전 동구 산내로 710-0,3.15,127.4661427,36.23618363
AC1188,C04,대전,호텔일루와,대전 중구 대둔산로 500-0,3.12,127.3897815,36.31360424
AC1189,C04,대전,호텔룩,대전 동구 한밭대로 1316-16,3.1,127.4401102,36.35221263
AC1190,C04,대전,잉카의태양,대전 유성구 온천북로 69-0,3.07,127.3507261,36.35645619
AC1191,C04,대전,호텔소풍,대전 유성구 온천서로 30-5,3.05,127.340594,36.35708027
AC1192,C04,대전,호텔로드,대전 대덕구 신탄진로810번길 50-0,3.02,127.4319156,36.45010299
AC1193,C04,대전,맥모텔,대전 유성구 온천북로 64-0,3,127.3499651,36.35601991
AC1194,C04,대전,호텔얌대전유성온천점,대전 유성구 온천서로 30-13,2.98,127.3409612,36.35698478
AC1195,C04,대전,호텔헤라,대전 유성구 온천로107번길 23-0,2.95,127.3498907,36.35534893
AC1196,C04,대전,뉴큐피트모텔,대전 유성구 장대로 16-18,2.93,127.337526,36.35636489
AC1197,C04,대전,더스테이,대전 서구 둔산로51번길 38-0,2.9,127.3805718,36.35290489
AC1198,C04,대전,코보스모텔,대전 서구 둔산로73번길 25-0,2.88,127.3816899,36.35253391
AC1199,C04,대전,호텔비앤비,대전 유성구 온천북로 62-0,2.83,127.3497471,36.35611409
AC1200,C04,대전,호텔버스,대전 중구 계룡로921번길 16-0,2.83,127.4165401,36.32105317
AC1201,C04,대전,호텔칸느,대전 유성구 온천서로 30-9,2.8,127.3407385,36.35697163
AC1202,C04,대전,까펠라모텔,대전 유성구 한밭대로492번길 16-32,2.78,127.3514771,36.35877829
AC1203,C04,대전,맨하탄모텔,대전 유성구 온천북로33번길 7-14,2.76,127.3460199,36.35748103
AC1204,C04,대전,수모텔,대전 서구 둔산로65번길 34-0,2.73,127.3813273,36.35292393
AC1205,C04,대전,시나브로모텔,대전 유성구 온천북로59번길 9-0,2.71,127.3491607,36.35687351
AC1206,C04,대전,만월호텔대흥점,대전 중구 대흥로165번길 35-0,2.68,127.4291359,36.32646776
AC1207,C04,대전,체리모텔,대전 유성구 온천북로 76-0,2.66,127.3510916,36.35583826
AC1208,C04,대전,호텔박스,대전 중구 대종로432번길 28-0,2.63,127.4303498,36.32386945
AC1209,C04,대전,자자호텔,대전 서구 계룡로620번길 33-0,2.61,127.3900854,36.33863645
AC1210,C04,대전,로또모텔,대전 서구 대덕대로234번길 29-0,2.59,127.381384,36.35381185
AC1211,C04,대전,산토리니,대전 중구 대종로396번길 5-0,2.56,127.430897,36.32068686
AC1212,C04,대전,아늑호텔,대전 동구 한밭대로1316번길 7-0,2.54,127.4408207,36.35145329
AC1213,C04,대전,호텔어썸,대전 서구 도산로369번길 29-0,2.51,127.3908434,36.3382963
AC1214,C04,대전,타임모텔,대전 대덕구 덕암로148번길 34-0,2.49,127.4227631,36.43255025
AC1215,C04,대전,잉카모텔,대전 동구 대전천동로 570-0,2.46,127.4285629,36.33132887
AC1216,C04,대전,자바호텔,대전 중구 중앙로109번길 36-0,2.44,127.4215855,36.32888762
AC1217,C04,대전,레이크모텔,대전 중구 계룡로921번길 11-0,2.41,127.416075,36.32132253
AC1218,C04,대전,더샵모텔,대전 유성구 온천북로 53-0,2.39,127.3489851,36.35666108
AC1219,C04,대전,로또모텔,대전 유성구 대정로 20-0,2.37,127.3201741,36.31378886
AC1220,C04,대전,올리비아모텔,대전 중구 동서대로1456번길 57-0,2.34,127.4189067,36.33516869
AC1221,C04,대전,앙코르,대전 중구 대종로396번길 8-0,2.32,127.4311227,36.32043688
AC1222,C04,대전,그랜드캐슬,대전 서구 문정로89번길 33-0,2.29,127.388992,36.34824114
AC1223,C04,대전,파로스모텔,대전 유성구 한밭대로492번길 26-28,2.27,127.3512708,36.35885928
AC1224,C04,대전,호텔MAC,대전 서구 계룡로636번길 14-19,2.22,127.3910236,36.33901026
AC1225,C04,대전,SM호텔,대전 서구 계룡로636번길 14-13,2.22,127.3911911,36.3386988
AC1226,C04,대전,BNB모텔,대전 중구 대흥로157번길 28-0,2.2,127.4287824,36.3259742
AC1227,C04,대전,장태산자연휴양림캠핑장,대전 서구,2.17,127.3837897,36.35549872
AC1228,C04,대전,500호모텔,대전 유성구 대학로 55-10,2.15,127.3425585,36.35898163
AC1229,C04,대전,시네마e텔,대전 유성구 대학로 8-0,2.12,127.3421747,36.35429293
AC1230,C04,대전,레지던스호텔라미아,대전 서구 둔산로51번길 42-0,2.1,127.3805942,36.35308316
AC1231,C04,대전,브라운도트호텔대전역점,대전 중구 대종로460번길 29-0,2.07,127.4289689,36.32642394
AC1232,C04,대전,콩모텔,대전 중구 계백로1550번길 45-9,2.05,127.3933697,36.31535051
AC1233,C04,대전,에비뉴호텔,대전 동구 동서대로1705번길 38-1,2.02,127.4381742,36.35173266
AC1234,C04,대전,장태산알프스펜션,대전 서구 장안로 632-0,2,127.3390903,36.20782078
AC1235,C04,대전,XYM모텔,대전 동구 한밭대로1314번길 5-0,1.98,127.4399035,36.35149029
AC1236,C04,대전,로데오모텔,대전 서구 둔산로31번길 34-0,1.95,127.3777905,36.35324724
AC1237,C04,대전,투유모텔,대전 중구 대종로584번길 27-0,1.93,127.4199236,36.33528236
AC1238,C04,대전,원모텔,대전 유성구 온천서로 22-6,1.9,127.3401918,36.35607147
AC1239,C04,대전,투엑스모텔,대전 유성구 문화원로 116-0,1.88,127.3485331,36.35845033
AC1240,C04,대전,두바이모텔,대전 대덕구 신탄진로790번길 46-0,1.85,127.4328146,36.44832003
AC1241,C04,대전,카카오모텔,대전 서구 계룡로620번길 49-0,1.83,127.3894384,36.33816761
AC1242,C04,대전,케이세븐피씨호텔,대전 유성구 계룡로87번길 65-0,1.8,127.341563,36.35718511
AC1243,C04,대전,잉카호텔,대전 대덕구 중리로7번길 22-0,1.78,127.4240674,36.35986059
AC1244,C04,대전,세도나모텔,대전 동구 동서대로1725번길 40-0,1.76,127.4397074,36.3522352
AC1245,C04,대전,소륜호텔대전,대전 대덕구 대전로 1394-0,1.73,127.4216106,36.37806365
AC1246,C04,대전,W모텔,대전 서구 월평북로 88-10,1.71,127.3779168,36.36177456
AC1247,C04,대전,클래스,대전 대덕구 한밭대로1149번길 15-6,1.68,127.4259307,36.35989757
AC1248,C04,대전,포유,대전 중구 유천로33번길 92-0,1.66,127.3934534,36.31450763
AC1249,C04,대전,아로마모텔,대전 대덕구 신탄진동로7번길 29-0,1.63,127.4297527,36.4488744
AC1250,C04,대전,굿타임모텔,대전 동구 동서대로1705번길 67-0,1.61,127.4378247,36.35284031
AC1251,C04,대전,넘버25호텔대전역점,대전 동구 대전천동로 482-1,1.59,127.4342071,36.32485932
AC1252,C04,대전,호텔블랙,대전 서구 용문로 65-0,1.56,127.3901345,36.33755461
AC1253,C04,대전,폴라리스모텔,대전 동구 한밭대로1316번길 2-0,1.54,127.4406623,36.35177262
AC1254,C04,대전,시카고모텔,대전 대덕구 신탄진동로23번길 65-0,1.51,127.4310274,36.45063139
AC1255,C04,대전,보보스모텔,대전 동구 동서대로1725번길 10-0,1.49,127.4408622,36.35123632
AC1256,C04,대전,페이지호텔,대전 대덕구 신탄진동로35번길 9-0,1.46,127.4330903,36.44845556
AC1257,C04,대전,이티모텔,대전 중구 유천로17번안길 52-0,1.44,127.3921673,36.31493929
AC1258,C04,대전,호텔나리스,대전 동구 동서대로1725번길 64-0,1.41,127.4386887,36.35306676
AC1259,C04,대전,산디마을생태공원캠핑장,대전 대덕구 산디로 190-0,1.39,127.4385337,36.39697031
AC1260,C04,대전,리베라모텔,대전 중구 계백로1550번길 56-0,1.37,127.3931042,36.3145268
AC1261,C04,대전,페이지호텔,대전 대덕구 중리로7번길 14-5,1.34,127.4242996,36.35998268
AC1262,C04,대전,호텔야자대전터미널점,대전 동구 한밭대로1316번길 16-0,1.32,127.4401705,36.35139261
AC1263,C04,대전,호텔로즈마리,대전 중구 보문로162번길 94-0,1.29,127.4306136,36.3194001
AC1264,C04,대전,초원모텔,대전 유성구 계룡로123번길 27-0,1.27,127.3446432,36.35432864
AC1265,C04,대전,힐하우스펜션,대전 서구 장안로 588-0,1.24,127.3351575,36.21084987
AC1266,C04,대전,스테이어반트감성호텔,대전 유성구 온천북로33번길 8-27,1.22,127.3484219,36.35711331
AC1267,C04,대전,G7부티크호텔,대전 중구 대둔산로 509-0,1.2,127.3895547,36.31453329
AC1268,C04,대전,맥모텔,대전 중구 계룡로921번길 12-0,1.17,127.4163488,36.32098003
AC1269,C04,대전,백마장모텔,대전 대덕구 대전로 1394-0,1.15,127.4216106,36.37806365
AC1270,C04,대전,호텔마이스테이,대전 중구 중교로 10-0,1.12,127.4212565,36.32424907
AC1271,C04,대전,카펠라모텔,대전 대덕구 한밭대로1149번길 15-5,1.1,127.4260979,36.35963942
AC1272,C04,대전,무비스모텔,대전 중구 대흥로169번길 30-0,1.07,127.4302652,36.32651534
AC1273,C04,대전,호텔아트빈,대전 대덕구 한밭대로1149번길 21-0,1.05,127.4261444,36.36012481
AC1274,C04,대전,대청파크,대전 대덕구 덕암로148번길 24-0,1.02,127.4223914,36.43281506
AC1275,C04,대전,사보이호텔,대전 동구 한밭대로 1288-0,1,127.4384316,36.35358408
AC1276,C04,대전,포시즌모텔,대전 서구 둔산남로105번길 32-0,0.98,127.389487,36.35043308
AC1277,C04,대전,호텔플라밍고,대전 동구 동서대로1683번길 76-7,0.95,127.4358794,36.35264195
AC1278,C04,대전,칸모텔,대전 중구 인창로6번길 19-0,0.9,127.4312028,36.32121385
AC1279,C04,대전,모텔드래곤캐슬,대전 대덕구 중리로7번길 14-9,0.9,127.4244224,36.3601386
AC1280,C04,대전,피아노모텔,대전 동구 동서대로1683번길 94-4,0.88,127.4359348,36.35308071
AC1281,C04,대전,대온장호텔,대전 유성구 온천로 33-0,0.85,127.3415415,36.35587504
AC1282,C04,대전,발렌타인모텔,대전 대덕구 신탄진로790번길 40-0,0.8,127.4323186,36.44817043
AC1283,C04,대전,호텔본,대전 동구 동서대로1683번길 84-0,0.8,127.4358415,36.35281791
AC1284,C04,대전,파라곤모텔,대전 유성구 계룡로87번길 72-0,0.78,127.3419558,36.35713694
AC1285,C04,대전,레몬트리호텔,대전 유성구 계룡로 133-0,0.76,127.3454745,36.352977
AC1286,C04,대전,오백호모텔,대전 서구 둔산로65번길 39-0,0.73,127.380933,36.35311903
AC1287,C04,대전,아트모텔,대전 유성구 온천서로 32-12,0.71,127.3407184,36.35713075
AC1288,C04,대전,썸호텔,대전 유성구 대정로 10-0,0.68,127.3201801,36.31268778
AC1289,C04,대전,카리스마모텔,대전 중구 유등천동로 326-16,0.66,127.3880646,36.3107274
AC1290,C04,대전,풀하우스,대전 중구 문창로 86-0,0.63,127.4328582,36.32070727
AC1291,C04,대전,캐슬모텔,대전 동구 동서대로1705번길 59-0,0.61,127.4375169,36.35266364
AC1292,C04,대전,모던호텔,대전 중구 동서대로1456번길 7-5,0.59,127.4174025,36.33714311
AC1293,C04,대전,썸모텔,대전 중구 인창로6번길 25-0,0.56,127.4312624,36.32092769
AC1294,C04,대전,노블레스모텔,대전 중구 대둔산로509번길 7-0,0.54,127.3892059,36.31417305
AC1295,C04,대전,호텔BEN,대전 동구 동서대로1705번길 21-0,0.51,127.4382672,36.35082628
AC1296,C04,대전,모나리자모텔,대전 유성구 계룡로141번길 29-14,0.49,127.3456484,36.3541902
AC1297,C04,대전,브라운도트호텔대전역점,대전 중구 대종로460번길 29-0,0.46,127.4289689,36.32642394
AC1298,C04,대전,파라곤호텔,대전 유성구 계룡로87번길 72-0,0.44,127.3419558,36.35713694
AC1299,C04,대전,소륜호텔대전지점,대전 대덕구 대전로 1394-0,0.41,127.4216106,36.37806365
AC1300,C04,대전,아이무인호텔,대전 유성구 온천북로33번길 8-27,0.39,127.3484219,36.35711331
AC1301,C04,대전,더휴식아늑호텔대전점,대전 동구 한밭대로1316번길 7-0,0.37,127.4408207,36.35145329
AC1302,C04,대전,꿈의궁전모텔,대전 유성구 대정로 10-0,0.34,127.3201801,36.31268778
AC1303,C04,대전,레전드호텔(휴업중),대전 유성구 계룡로141번길 21-0,0.32,127.3459311,36.35351945
AC1304,C04,대전,호텔아트,대전 유성구 온천서로 32-12,0.29,127.3407184,36.35713075
AC1305,C04,대전,필모텔,대전 유성구 온천서로 30-9,0.27,127.3407385,36.35697163
AC1306,C04,대전,발렌타인,대전 대덕구 신탄진로790번길 40-0,0.24,127.4323186,36.44817043
AC1307,C04,대전,로망스모텔,대전 중구 대종로460번길 29-0,0.22,127.4289689,36.32642394
AC1308,C04,대전,대한지방행정공제회호텔스파피아,대전 유성구 온천로 92-0,0.2,127.3478677,36.3542992
AC1309,C04,대전,앙상블모텔,대전 유성구 계룡로59번길 23-0,0.17,127.3376058,36.35604492
AC1310,C04,대전,화이트모텔,대전 유성구 온천서로 32-16,0.15,127.3410625,36.35719014
AC1311,C04,대전,카이텔모텔,대전 대덕구 신탄진동로23번길 65-0,0.12,127.4310274,36.45063139
AC1312,C04,대전,클릭21모텔,대전 동구 한밭대로1316번길 35-0,0.1,127.4393462,36.35075446
AC1313,C04,대전,블랙스완,대전 유성구 온천서로 32-16,0.07,127.3410625,36.35719014
AC1314,C04,대전,뉴시드니모텔,대전 동구 한밭대로 1316-16,0,127.4401102,36.35221263
AC1315,C04,대전,조이관광호텔,대전 서구 한밭대로570번길 29-20,0,127.3632639,36.35693276
AC1316,C04,대전,누보스타호텔,대전 서구 둔산중로134번길 13-0,0,127.3876471,36.35903338
AC1317,C09,밀양,호텔아리나,경남 밀양시 삼문강변로 82-0,5,128.7538182,35.47896548
AC1318,C09,밀양,밀양아리랑오토캠핑장,경남 밀양시,4.94,128.7466075,35.50381727
AC1319,C09,밀양,미르오토캠핑장,경남 밀양시 밀양대로 3400-127,4.81,128.8602506,35.54355957
AC1320,C09,밀양,밀양알프스캠핑장,경남 밀양시 밀양대로 3468-7,4.75,128.8560323,35.54220816
AC1321,C09,밀양,호반캠핑장,경남 밀양시 발례1길 103-8,4.68,128.8936361,35.56270255
AC1322,C09,밀양,밀양표충오토캠핑장,경남 밀양시 바드리길 7-0,4.62,128.9267418,35.52328022
AC1323,C09,밀양,라온호텔,경남 밀양시 시청서2길 8-0,4.56,128.7426716,35.50274963
AC1324,C09,밀양,가온빌리지,경남 밀양시 산외강변로 309-0,4.49,128.8155924,35.49295401
AC1325,C09,밀양,호텔어뮤즈,경남 밀양시 미리벌로 21-0,4.43,128.7508306,35.48188055
AC1326,C09,밀양,밀양사계절오토캠핑장,경남 밀양시 표충로 9-0,4.37,128.8421096,35.51272749
AC1327,C09,밀양,마이웨이리조트,경남 밀양시,4.3,128.7466075,35.50381727
AC1328,C09,밀양,물안개오토캠핑장,경남 밀양시 고례로 823-8,4.24,128.9264899,35.49167133
AC1329,C09,밀양,패밀리오토캠핑장,경남 밀양시 밀양대로 3516-0,4.18,128.8586781,35.54612965
AC1330,C09,밀양,밀양매화오토캠핑장,경남 밀양시 매화2길 56-0,4.11,128.8010354,35.58687249
AC1331,C09,밀양,구만산장오토캠핑장,경남 밀양시 봉의로 223-6,4.05,128.8708064,35.60036097
AC1332,C09,밀양,아주르키즈풀빌라,경남 밀양시 구천1길 9-15,3.99,128.9232925,35.53902005
AC1333,C09,밀양,담원리조트,경남 밀양시 화악산길 695-13,3.92,128.7105742,35.55512416
AC1334,C09,밀양,서당골오토캠핑장,경남 밀양시 삼화길 680-23,3.86,128.6008878,35.51528994
AC1335,C09,밀양,솔바람캠핑장,경남 밀양시 밀양대로 3539-1,3.8,128.8582357,35.547025
AC1336,C09,밀양,밀양유원지오토캠핑장,경남 밀양시 고례로 855-0,3.73,128.9285861,35.49315617
AC1337,C09,밀양,구천계곡오토캠핑장,경남 밀양시 도래재로 133-12,3.67,128.9229364,35.5366953
AC1338,C09,밀양,아이비캠프오토캠핑장,경남 밀양시 원서3길 47-0,3.61,128.9239617,35.60687022
AC1339,C09,밀양,밀양스쿨오토캠핑장,경남 밀양시 단산길 2-5,3.54,128.8401066,35.51108228
AC1340,C09,밀양,밀양밸리풍경캠핑장,경남 밀양시 표충로 1087-0,3.48,128.9323343,35.52613024
AC1341,C09,밀양,산여울오토캠핑장,경남 밀양시 밀양대로 3478-0,3.42,128.8563005,35.54282817
AC1342,C09,밀양,르네상스모텔,경남 밀양시 시청서1길 9-7,3.35,128.7441334,35.50310835
AC1343,C09,밀양,밀양엄마랑놀자키즈글램핑,경남 밀양시 초동중앙로 18-0,3.29,128.6707323,35.38675348
AC1344,C09,밀양,밀양VIP오토캠핑장,경남 밀양시 고례3길 10-11,3.23,128.9265218,35.49735262
AC1345,C09,밀양,범도오토캠핑장,경남 밀양시 표충로 860-0,3.16,128.9099542,35.52337023
AC1346,C09,밀양,자연속캠핑장,경남 밀양시 산내용전길 155-17,3.1,128.862326,35.55211725
AC1347,C09,밀양,밀양펜션,경남 밀양시 구천2길 447-0,3.04,128.9198172,35.57092698
AC1348,C09,밀양,옥샘캠프촌,경남 밀양시 얼음골옛길 197-8,2.97,128.9698063,35.57939532
AC1349,C09,밀양,칼라엠모텔,경남 밀양시 미리벌중앙로2길 5-5,2.91,128.750155,35.48272304
AC1350,C09,밀양,도래재별빛마을캠핑장,경남 밀양시 도래재로 578-0,2.85,128.9417011,35.56155929
AC1351,C09,밀양,초록슈피아캠핑장,경남 밀양시 산내로 1174-1,2.78,128.9570463,35.58724739
AC1352,C09,밀양,암새들워터캠프,경남 밀양시 용평로5길 168-0,2.72,128.7802242,35.48657912
AC1353,C09,밀양,얼음골까투리오토캠핑장,경남 밀양시 얼음골로 134-22,2.66,128.9784651,35.57966067
AC1354,C09,밀양,엠와이힐링캠핑장,경남 밀양시 활성로 296-0,2.59,128.8039245,35.48928335
AC1355,C09,밀양,삼랑진좋은카라반,경남 밀양시 행곡3길 65-34,2.53,128.9096784,35.4304607
AC1356,C09,밀양,마리포사모텔,경남 밀양시 시청서1길 9-18,2.47,128.7435318,35.50326538
AC1357,C09,밀양,비클래시밀양봉황점,경남 밀양시 방동안길 41-0,2.41,128.7079173,35.454079
AC1358,C09,밀양,애플오토캠핑장,경남 밀양시 얼음골옛길 92-37,2.34,128.961267,35.57800351
AC1359,C09,밀양,칸모텔,경남 밀양시 시청서1길 9-21,2.28,128.7434265,35.50297961
AC1360,C09,밀양,윤이네호두나무캠핑장,경남 밀양시,2.22,128.7466075,35.50381727
AC1361,C09,밀양,자연풍경펜션,경남 밀양시 시전중앙길 49-0,2.15,128.9489327,35.53376593
AC1362,C09,밀양,마틴모텔,경남 밀양시 시청서1길 5-18,2.09,128.743647,35.50284692
AC1363,C09,밀양,밀양향림펜션,경남 밀양시 얼음골로 134-25,2.03,128.9801771,35.5797487
AC1364,C09,밀양,아리아글램핑,경남 밀양시 아불1길 13-0,1.96,128.9078386,35.52213834
AC1365,C09,밀양,캠핑홀릭,경남 밀양시 조천길 337-64,1.9,128.6187257,35.51851402
AC1366,C09,밀양,에버미라클호텔,경남 밀양시 얼음골옛길 358-9,1.84,128.9831396,35.57745592
AC1367,C09,밀양,얼음골캠핑장,경남 밀양시 하양지안길 11-19,1.77,128.952851,35.59847716
AC1368,C09,밀양,백산금빛체험캠핑장,경남 밀양시 백산로 280-0,1.71,128.7456956,35.37142993
AC1369,C09,밀양,숲속의아침펜션,경남 밀양시 구천2길 449-11,1.65,128.919596,35.57187624
AC1370,C09,밀양,밀양댐스쿨오토캠핑장,경남 밀양시 고례2길 3-0,1.58,128.9294272,35.49252273
AC1371,C09,밀양,밀양로그펜션,경남 밀양시 밀양대로 3405-0,1.52,128.8484958,35.54058591
AC1372,C09,밀양,밀양표충사계곡오토캠핑장,경남 밀양시,1.46,128.7466075,35.50381727
AC1373,C09,밀양,폴인펜션,경남 밀양시 고례2길 15-0,1.39,128.9295349,35.49075252
AC1374,C09,밀양,밀양가보자캠핑장,경남 밀양시 단장로 905-0,1.33,128.8558709,35.47355039
AC1375,C09,밀양,호텔레이크,경남 밀양시 천태로 398-0,1.27,128.8728812,35.40917037
AC1376,C09,밀양,구만산장,경남 밀양시 봉의로 223-6,1.2,128.8708064,35.60036097
AC1377,C09,밀양,호두숲캠핑장,경남 밀양시,1.14,128.7466075,35.50381727
AC1378,C09,밀양,밀양밸리리조트,경남 밀양시 표충로 1087-0,1.08,128.9323343,35.52613024
AC1379,C09,밀양,다온펜션,경남 밀양시,1.01,128.7466075,35.50381727
AC1380,C09,밀양,별빛마을펜션,경남 밀양시 도래재로 578-0,0.95,128.9417011,35.56155929
AC1381,C09,밀양,밀양유원지펜션,경남 밀양시 고례로 855-0,0.89,128.9285861,35.49315617
AC1382,C09,밀양,몽블랑펜션,경남 밀양시 밀양대로 3405-0,0.82,128.8484958,35.54058591
AC1383,C09,밀양,얼음골오토캠프장,경남 밀양시,0.76,128.7466075,35.50381727
AC1384,C09,밀양,에스파크리조트건축중(2023년 완공예정),경남 밀양시,0.7,128.7466075,35.50381727
AC1385,C09,밀양,표충사관광지야영장,경남 밀양시,0.63,128.7466075,35.50381727
AC1386,C09,밀양,솔풍경,경남 밀양시,0.57,128.7466075,35.50381727
AC1387,C09,밀양,궁모텔,경남 밀양시,0.44,128.7466075,35.50381727
AC1388,C09,밀양,까투리펜션,경남 밀양시 얼음골로 134-22,0.44,128.9784651,35.57966067
AC1389,C09,밀양,얼음골호반캠핑장,경남 밀양시 발례1길 103-8,0.38,128.8936361,35.56270255
AC1390,C09,밀양,아이스밸리리조트,경남 밀양시 얼음골옛길 358-9,0.32,128.9831396,35.57745592
AC1391,C09,밀양,그린밸리펜션,경남 밀양시,0.25,128.7466075,35.50381727
AC1392,C09,밀양,다나가족오토캠핑장,경남 밀양시,0.19,128.7466075,35.50381727
AC1393,C09,밀양,미르피아캠핑장,경남 밀양시 밀양대로 3400-127,0.13,128.8602506,35.54355957
AC1394,C09,밀양,평리마을야영장,경남 밀양시,0.06,128.7466075,35.50381727
AC1395,C09,밀양,밀양 산내들오캠장,경남 밀양시,0,128.7466075,35.50381727
AC1396,C10,부산,아난티힐튼부산,부산 기장군 기장해안로 268-32,5,129.2285839,35.19819306
AC1397,C10,부산,파라다이스호텔부산,부산 해운대구 해운대해변로 296-0,4.99,129.165269,35.16022124
AC1398,C10,부산,한화리조트해운대,부산 해운대구 마린시티3로 52-0,4.98,129.1450593,35.15444709
AC1399,C10,부산,파크하얏트부산호텔,부산 해운대구 마린시티1로 51-0,4.97,129.141875,35.1565796
AC1400,C10,부산,웨스틴조선호텔부산,부산 해운대구 동백로 67-0,4.96,129.1540428,35.15599332
AC1401,C10,부산,해운대센텀호텔,부산 해운대구 센텀3로 20-0,4.95,129.1328178,35.16781068
AC1402,C10,부산,롯데호텔부산점,부산 부산진구 가야대로 772-0,4.95,129.0564162,35.15678998
AC1403,C10,부산,그랜드조선부산,부산 해운대구 해운대해변로 292-0,4.94,129.1631276,35.16006631
AC1404,C10,부산,신라스테이해운대,부산 해운대구 해운대로570번길 46-0,4.93,129.1587259,35.15980603
AC1405,C10,부산,시그니엘부산,부산 해운대구 달맞이길 30-0,4.92,129.1680138,35.16133271
AC1406,C10,부산,팔레드시즈,부산 해운대구 해운대해변로298번길 24-0,4.91,129.1665793,35.16020159
AC1407,C10,부산,센텀프리미어호텔,부산 해운대구 센텀1로 17-0,4.9,129.131585,35.16692448
AC1408,C10,부산,라발스호텔,부산 영도구 봉래나루로 82-0,4.89,129.0391299,35.09449924
AC1409,C10,부산,호텔농심,부산 동래구 금강공원로20번길 23-0,4.88,129.0822588,35.22024491
AC1410,C10,부산,코오롱씨클라우드호텔,부산 해운대구 해운대해변로 287-0,4.87,129.162247,35.16044393
AC1411,C10,부산,라마다앙코르바이윈덤해운대호텔,부산 해운대구 구남로 9-0,4.86,129.1596141,35.16330698
AC1412,C10,부산,코모도호텔부산,부산 중구 중구로 151-0,4.86,129.0348127,35.10889984
AC1413,C10,부산,아바니센트럴호텔부산,부산 남구 전포대로 133-0,4.85,129.0654725,35.14828237
AC1414,C10,부산,신라스테이서부산,부산 강서구 명지국제7로 38-0,4.84,128.9052624,35.09666661
AC1415,C10,부산,아스티호텔부산,부산 동구 중앙대로214번길 7-8,4.83,129.0420342,35.11656277
AC1416,C10,부산,베스트웨스턴플러스부산송도호텔,부산 서구 송도해변로 97-0,4.82,129.0178455,35.07722759
AC1417,C10,부산,골든튤립해운대호텔앤스위트,부산 해운대구 해운대해변로 322-0,4.81,129.1658788,35.16227737
AC1418,C10,부산,펠릭스바이에스티엑스,부산 해운대구 해운대로 620-0,4.8,129.1584534,35.16296335
AC1419,C10,부산,호메르스호텔,부산 수영구 광안해변로 217-0,4.79,129.1179799,35.1534258
AC1420,C10,부산,대저캠핑장,부산 강서구,4.78,128.9805617,35.21219449
AC1421,C10,부산,페어필드바이메리어부산송도비치,부산 서구 송도해변로 113-0,4.77,129.0192611,35.077693
AC1422,C10,부산,그린나래호텔,부산 해운대구 해운대해변로 233-0,4.76,129.1569293,35.15895041
AC1423,C10,부산,영무파라드호텔해운대,부산 해운대구 해운대해변로298번길 25-0,4.76,129.1664824,35.16089963
AC1424,C10,부산,크라운하버호텔부산,부산 중구 중앙대로 114-0,4.75,129.0368176,35.10756748
AC1425,C10,부산,삼락생태공원오토캠핑장,부산 사상구,4.74,128.9914478,35.15254933
AC1426,C10,부산,토요코인호텔부산역1호점,부산 동구 중앙대로196번길 12-0,4.73,129.0407674,35.11413203
AC1427,C10,부산,페어필드바이메리어트부산,부산 해운대구 해운대해변로 314-0,4.72,129.1648474,35.16163032
AC1428,C10,부산,아르반호텔,부산 부산진구 중앙대로691번길 32-0,4.71,129.0572504,35.15467232
AC1429,C10,부산,호텔센트럴베이,부산 수영구 광안해변로 189-0,4.7,129.1164362,35.1514799
AC1430,C10,부산,호텔일루아,부산 해운대구 달맞이길 97-0,4.69,129.1744839,35.15892663
AC1431,C10,부산,그랜드엘시티레지던스,부산 해운대구 달맞이길 30-0,4.68,129.1680138,35.16133271
AC1432,C10,부산,아쿠아펠리스호텔,부산 수영구 광안해변로 225-0,4.67,129.1188159,35.15412814
AC1433,C10,부산,호텔파라곤,부산 사상구 광장로 46-0,4.66,128.9816104,35.16169118
AC1434,C10,부산,베니키아호텔해운대,부산 해운대구 해운대해변로 317-0,4.66,129.1648172,35.16225166
AC1435,C10,부산,이비스버젯앰배서더호텔부산해운대,부산 해운대구 해운대해변로209번길 8-0,4.65,129.1545028,35.15907138
AC1436,C10,부산,라마다앙코르부산역호텔,부산 동구 중앙대로196번길 10-0,4.64,129.0403248,35.11424384
AC1437,C10,부산,플레아드블랑호텔,부산 해운대구 해운대해변로298번길 29-0,4.63,129.1668836,35.16096716
AC1438,C10,부산,미디호텔부산,부산 영도구 태종로 45-0,4.62,129.0373709,35.0939427
AC1439,C10,부산,해운대센트럴호텔,부산 해운대구 해운대해변로298번길 33-0,4.61,129.1672021,35.1609511
AC1440,C10,부산,파라다이스호텔신관,부산 해운대구 해운대해변로 296-0,4.6,129.165269,35.16022124
AC1441,C10,부산,베스트웨스턴해운대호텔,부산 해운대구 구남로 42-0,4.59,129.1611375,35.16044518
AC1442,C10,부산,녹천온천호텔,부산 동래구 금강공원로26번길 31-0,4.58,129.080899,35.22052278
